accidentid,date,year,time,junction,severity,primaryvehicletype,probablecause,weathercondition,injuredcount,fatalitycount,vehiclesinvolved,policecaseregistered,data_source,is_simulated
NGP-00659,2022-12-25,2022,12:41,Abhyankar Nagar Square,Minor,Car,Pothole/Road Defect,Rainy,0,0,1,Yes,SIMULATED,True
NGP-00660,2022-12-25,2022,21:03,Variety Square,Minor,Car,Lane Violation,Clear,0,0,1,Yes,SIMULATED,True
NGP-00661,2022-12-27,2022,09:13,Abhyankar Nagar Square,Moderate,Auto-Rickshaw,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
NGP-00662,2022-12-27,2022,18:39,Sitabuldi Chowk,Minor,Truck,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00663,2022-12-29,2022,19:30,Kamptee Chowk,Moderate,Car,Distracted Driving,Overcast,3,0,1,Yes,SIMULATED,True
NGP-00664,2022-12-30,2022,11:39,Laxmi Nagar Square,Severe,Pedestrian-involved,Wrong-side Driving,Clear,5,0,2,No,SIMULATED,True
NGP-00665,2022-12-30,2022,12:33,Medical Chowk,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,0,0,3,No,SIMULATED,True
NGP-00666,2023-01-01,2023,04:12,Katol Road Chowk,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-00667,2023-01-01,2023,14:28,Pardi Chowk,Minor,Car,Pothole/Road Defect,Clear,0,0,4,No,SIMULATED,True
NGP-00668,2023-01-03,2023,15:48,Dighori Chowk,Fatal,Motorcycle,Drunk Driving,Foggy,4,2,2,No,SIMULATED,True
NGP-00669,2023-01-05,2023,18:21,Sakkardara Square,Minor,Motorcycle,Wrong-side Driving,Clear,0,0,3,Yes,SIMULATED,True
NGP-00670,2023-01-05,2023,20:18,Sitabuldi Chowk,Moderate,Pedestrian-involved,Drunk Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-00671,2023-01-06,2023,17:02,Mental Hospital Chowk,Minor,Pedestrian-involved,Signal Jumping,Clear,0,0,1,Yes,SIMULATED,True
NGP-00672,2023-01-07,2023,14:58,Jhansi Rani Square,Moderate,Auto-Rickshaw,Signal Jumping,Clear,3,0,1,Yes,SIMULATED,True
NGP-00673,2023-01-10,2023,20:14,Variety Square,Minor,Car,Drunk Driving,Clear,0,0,3,Yes,SIMULATED,True
NGP-00674,2023-01-10,2023,22:46,Variety Square,Moderate,Car,Drunk Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-00675,2023-01-11,2023,09:19,Manewada Chowk,Minor,Motorcycle,Distracted Driving,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-00676,2023-01-12,2023,21:08,Automotive Square,Moderate,Motorcycle,Overspeeding,Hot/Humid,1,0,2,Yes,SIMULATED,True
NGP-00677,2023-01-13,2023,10:32,Golibar Chowk,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,3,0,4,Yes,SIMULATED,True
NGP-00678,2023-01-13,2023,20:22,Sitabuldi Chowk,Minor,Car,Lane Violation,Rainy,0,0,1,Yes,SIMULATED,True
NGP-00679,2023-01-16,2023,20:35,Medical Chowk,Minor,Motorcycle,Brake Failure,Rainy,1,0,2,Yes,SIMULATED,True
NGP-00680,2023-01-18,2023,08:31,Cotton Market Chowk,Minor,Motorcycle,Distracted Driving,Foggy,0,0,4,Yes,SIMULATED,True
NGP-00681,2023-01-18,2023,13:20,Pardi Chowk,Moderate,Auto-Rickshaw,Overspeeding,Clear,2,0,3,Yes,SIMULATED,True
NGP-00682,2023-01-19,2023,12:46,Chhatrapati Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,0,0,2,Yes,SIMULATED,True
NGP-00683,2023-01-20,2023,06:44,Manewada Chowk,Minor,Bicycle,Poor Visibility (Fog/Rain),Rainy,1,0,2,Yes,SIMULATED,True
NGP-00684,2023-01-21,2023,12:58,Golibar Chowk,Minor,Motorcycle,Pothole/Road Defect,Clear,1,0,1,Yes,SIMULATED,True
NGP-00685,2023-01-21,2023,16:51,Sakkardara Square,Minor,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,1,0,3,Yes,SIMULATED,True
NGP-00687,2023-01-24,2023,12:29,LIC Chowk,Minor,Motorcycle,Brake Failure,Clear,0,0,2,No,SIMULATED,True
NGP-00686,2023-01-24,2023,17:45,Airport T-Point,Fatal,Motorcycle,Signal Jumping,Rainy,1,2,3,No,SIMULATED,True
NGP-00688,2023-01-26,2023,12:35,Kamptee Chowk,Severe,Auto-Rickshaw,Pedestrian Crossing Violation,Overcast,5,0,4,Yes,SIMULATED,True
NGP-00689,2023-01-26,2023,17:57,Manewada Chowk,Severe,Motorcycle,Distracted Driving,Hot/Humid,5,0,3,Yes,SIMULATED,True
NGP-00690,2023-01-28,2023,09:17,Lokmat Square,Minor,Car,Drunk Driving,Clear,0,0,2,Yes,SIMULATED,True
NGP-00691,2023-01-29,2023,12:19,Pratap Nagar Chowk,Minor,Truck,Signal Jumping,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00693,2023-01-30,2023,03:14,Cotton Market Chowk,Fatal,Motorcycle,Pedestrian Crossing Violation,Rainy,4,2,2,Yes,SIMULATED,True
NGP-00692,2023-01-30,2023,09:42,Ajni Chowk,Moderate,Bicycle,Pothole/Road Defect,Clear,3,0,3,Yes,SIMULATED,True
NGP-00694,2023-01-30,2023,10:03,Pratap Nagar Chowk,Fatal,Car,Brake Failure,Hot/Humid,2,1,3,Yes,SIMULATED,True
NGP-00695,2023-02-04,2023,01:43,Alankar Square,Moderate,Motorcycle,Drunk Driving,Rainy,2,0,2,Yes,SIMULATED,True
NGP-00696,2023-02-07,2023,04:37,Katol Road Chowk,Severe,Car,Pothole/Road Defect,Hot/Humid,4,0,1,Yes,SIMULATED,True
NGP-00698,2023-02-08,2023,11:42,RBI Chowk,Minor,Car,Pothole/Road Defect,Rainy,0,0,2,Yes,SIMULATED,True
NGP-00697,2023-02-08,2023,20:15,Manish Nagar-Besa Junction,Minor,Car,Poor Visibility (Fog/Rain),Overcast,1,0,3,Yes,SIMULATED,True
NGP-00699,2023-02-10,2023,14:59,Ajit Bakery Square,Minor,Car,Pothole/Road Defect,Clear,0,0,4,Yes,SIMULATED,True
NGP-00700,2023-02-11,2023,18:19,Kamptee Chowk,Minor,Motorcycle,Signal Jumping,Clear,1,0,4,Yes,SIMULATED,True
NGP-00701,2023-02-12,2023,16:56,Shraddhanand Peth Square,Minor,Pedestrian-involved,Pedestrian Crossing Violation,Clear,1,0,4,Yes,SIMULATED,True
NGP-00702,2023-02-14,2023,15:30,Kamptee Chowk,Minor,Motorcycle,Pedestrian Crossing Violation,Rainy,1,0,2,Yes,SIMULATED,True
NGP-00703,2023-02-14,2023,17:25,Manewada Chowk,Severe,Car,Lane Violation,Rainy,5,0,3,Yes,SIMULATED,True
NGP-00704,2023-02-15,2023,16:14,Ajit Bakery Square,Minor,Auto-Rickshaw,Distracted Driving,Hot/Humid,0,0,3,Yes,SIMULATED,True
NGP-00705,2023-02-16,2023,03:59,Ajit Bakery Square,Moderate,Motorcycle,Brake Failure,Hot/Humid,1,0,4,Yes,SIMULATED,True
NGP-00706,2023-02-16,2023,19:35,LIC Chowk,Minor,Truck,Lane Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-00707,2023-02-17,2023,08:56,Kadbi Chowk,Minor,Auto-Rickshaw,Drunk Driving,Hot/Humid,1,0,2,Yes,SIMULATED,True
NGP-00708,2023-02-17,2023,19:57,Sitabuldi Chowk,Minor,Motorcycle,Drunk Driving,Clear,0,0,4,No,SIMULATED,True
NGP-00709,2023-02-18,2023,16:51,Medical Chowk,Moderate,Bus,Signal Jumping,Clear,2,0,2,Yes,SIMULATED,True
NGP-00710,2023-02-19,2023,07:10,Kamptee Chowk,Moderate,Motorcycle,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00712,2023-02-21,2023,09:29,Jhansi Rani Square,Minor,Auto-Rickshaw,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00711,2023-02-21,2023,17:17,Cotton Market Chowk,Minor,Auto-Rickshaw,Drunk Driving,Hot/Humid,0,0,1,Yes,SIMULATED,True
NGP-00714,2023-02-21,2023,18:25,Shankar Nagar Square,Minor,Car,Lane Violation,Foggy,0,0,3,Yes,SIMULATED,True
NGP-00713,2023-02-21,2023,18:35,Kachipura Square,Minor,Car,Drunk Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-00715,2023-02-22,2023,17:02,LIC Chowk,Minor,Pedestrian-involved,Pothole/Road Defect,Rainy,1,0,1,No,SIMULATED,True
NGP-00718,2023-02-23,2023,02:10,Pardi Chowk,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Foggy,1,0,4,Yes,SIMULATED,True
NGP-00717,2023-02-23,2023,14:30,Manish Nagar-Besa Junction,Minor,Bicycle,Pedestrian Crossing Violation,Rainy,1,0,4,Yes,SIMULATED,True
NGP-00716,2023-02-23,2023,14:53,Indora Chowk,Severe,Auto-Rickshaw,Lane Violation,Rainy,3,0,4,Yes,SIMULATED,True
NGP-00719,2023-02-23,2023,16:15,Sitabuldi Chowk,Minor,Motorcycle,Lane Violation,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00720,2023-02-24,2023,19:55,Manewada Chowk,Minor,Bus,Distracted Driving,Clear,0,0,3,Yes,SIMULATED,True
NGP-00722,2023-02-27,2023,15:54,Manish Nagar-Besa Junction,Minor,Pedestrian-involved,Overspeeding,Rainy,0,0,2,Yes,SIMULATED,True
NGP-00723,2023-02-27,2023,16:02,Manish Nagar-Besa Junction,Moderate,Car,Brake Failure,Overcast,2,0,1,No,SIMULATED,True
NGP-00721,2023-02-27,2023,19:09,Manewada Chowk,Moderate,Auto-Rickshaw,Wrong-side Driving,Clear,2,0,1,Yes,SIMULATED,True
NGP-00724,2023-02-28,2023,07:15,Kadbi Chowk,Severe,Car,Brake Failure,Clear,4,0,2,No,SIMULATED,True
NGP-00725,2023-03-02,2023,08:55,Chhatrapati Square,Moderate,Car,Overspeeding,Clear,2,0,1,Yes,SIMULATED,True
NGP-00726,2023-03-02,2023,09:51,Itwari,Moderate,Auto-Rickshaw,Poor Visibility (Fog/Rain),Overcast,1,0,4,Yes,SIMULATED,True
NGP-00728,2023-03-03,2023,06:39,LAD Square,Moderate,Car,Brake Failure,Clear,1,0,1,No,SIMULATED,True
NGP-00729,2023-03-03,2023,07:51,Medical Chowk,Moderate,Truck,Wrong-side Driving,Clear,1,0,3,No,SIMULATED,True
NGP-00727,2023-03-03,2023,17:10,Hingna Chowk,Moderate,Bicycle,Wrong-side Driving,Clear,2,0,2,No,SIMULATED,True
NGP-00731,2023-03-04,2023,10:10,Medical Chowk,Fatal,Car,Overspeeding,Clear,1,2,4,Yes,SIMULATED,True
NGP-00730,2023-03-04,2023,11:53,Medical Chowk,Minor,Bus,Overspeeding,Rainy,0,0,2,No,SIMULATED,True
NGP-00732,2023-03-05,2023,07:24,Variety Square,Moderate,Motorcycle,Overspeeding,Clear,2,0,3,Yes,SIMULATED,True
NGP-00734,2023-03-07,2023,13:44,Mate Chowk,Moderate,Auto-Rickshaw,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
NGP-00733,2023-03-07,2023,18:48,Chhatrapati Square,Minor,Pedestrian-involved,Lane Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-00736,2023-03-08,2023,07:21,Gaddi Godam Chowk,Fatal,Auto-Rickshaw,Overspeeding,Overcast,2,2,4,Yes,SIMULATED,True
NGP-00735,2023-03-08,2023,10:25,Dighori Chowk,Minor,Car,Pothole/Road Defect,Foggy,1,0,4,No,SIMULATED,True
NGP-00737,2023-03-08,2023,18:23,Medical Chowk,Minor,Motorcycle,Pothole/Road Defect,Clear,0,0,1,Yes,SIMULATED,True
NGP-00739,2023-03-10,2023,10:56,Bardi Chowk,Moderate,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,3,0,4,Yes,SIMULATED,True
NGP-00738,2023-03-10,2023,18:09,Automotive Square,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,0,0,1,Yes,SIMULATED,True
NGP-00740,2023-03-11,2023,10:12,Pratap Nagar Chowk,Minor,Bus,Wrong-side Driving,Clear,0,0,2,Yes,SIMULATED,True
NGP-00742,2023-03-12,2023,03:28,Shankar Nagar Square,Minor,Truck,Drunk Driving,Rainy,0,0,2,Yes,SIMULATED,True
NGP-00741,2023-03-12,2023,17:26,Chhatrapati Square,Minor,Bicycle,Poor Visibility (Fog/Rain),Clear,0,0,4,Yes,SIMULATED,True
NGP-00743,2023-03-14,2023,17:15,Mate Chowk,Minor,Motorcycle,Signal Jumping,Foggy,1,0,3,Yes,SIMULATED,True
NGP-00744,2023-03-15,2023,20:49,Dighori Chowk,Minor,Motorcycle,Wrong-side Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00746,2023-03-17,2023,15:22,Medical Chowk,Minor,Motorcycle,Drunk Driving,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00745,2023-03-17,2023,15:54,Katol Road Chowk,Minor,Motorcycle,Signal Jumping,Clear,0,0,3,Yes,SIMULATED,True
NGP-00747,2023-03-18,2023,08:41,Manish Nagar-Besa Junction,Minor,Motorcycle,Overspeeding,Hot/Humid,0,0,2,Yes,SIMULATED,True
NGP-00748,2023-03-18,2023,18:35,Sitabuldi Chowk,Moderate,Car,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
NGP-00749,2023-03-19,2023,16:42,Hingna Chowk,Minor,Motorcycle,Signal Jumping,Hot/Humid,0,0,3,No,SIMULATED,True
NGP-00750,2023-03-20,2023,09:00,Kamptee Chowk,Severe,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,2,0,4,Yes,SIMULATED,True
NGP-00751,2023-03-21,2023,16:28,RBI Chowk,Moderate,Motorcycle,Wrong-side Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-00752,2023-03-21,2023,20:16,Shankar Nagar Square,Moderate,Auto-Rickshaw,Pedestrian Crossing Violation,Rainy,2,0,3,Yes,SIMULATED,True
NGP-00753,2023-03-24,2023,17:35,Pardi Chowk,Moderate,Auto-Rickshaw,Signal Jumping,Clear,3,0,1,Yes,SIMULATED,True
NGP-00755,2023-03-27,2023,07:56,Pardi Chowk,Minor,Auto-Rickshaw,Brake Failure,Clear,1,0,4,Yes,SIMULATED,True
NGP-00756,2023-03-27,2023,16:19,Variety Square,Minor,Truck,Overspeeding,Hot/Humid,0,0,3,Yes,SIMULATED,True
NGP-00754,2023-03-27,2023,16:33,Automotive Square,Minor,Car,Wrong-side Driving,Hot/Humid,1,0,4,Yes,SIMULATED,True
NGP-00757,2023-03-29,2023,07:06,Chhatrapati Square,Minor,Car,Distracted Driving,Hot/Humid,0,0,4,Yes,SIMULATED,True
NGP-00758,2023-03-30,2023,12:58,Medical Chowk,Minor,Motorcycle,Drunk Driving,Overcast,1,0,2,Yes,SIMULATED,True
NGP-00759,2023-03-31,2023,13:06,Abhyankar Nagar Square,Minor,Car,Lane Violation,Overcast,1,0,1,Yes,SIMULATED,True
NGP-00761,2023-03-31,2023,14:05,Manakpur Chowk,Moderate,Car,Overspeeding,Hot/Humid,2,0,1,Yes,SIMULATED,True
NGP-00760,2023-03-31,2023,16:28,Ajit Bakery Square,Moderate,Motorcycle,Brake Failure,Overcast,3,0,1,Yes,SIMULATED,True
NGP-00762,2023-04-01,2023,07:38,Laxmi Nagar Square,Severe,Car,Pedestrian Crossing Violation,Foggy,5,0,1,Yes,SIMULATED,True
NGP-00764,2023-04-01,2023,08:20,Manakpur Chowk,Moderate,Bicycle,Pedestrian Crossing Violation,Clear,1,0,3,Yes,SIMULATED,True
NGP-00765,2023-04-01,2023,17:35,Pratap Nagar Chowk,Minor,Car,Pedestrian Crossing Violation,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00763,2023-04-01,2023,18:11,Lokmat Square,Minor,Truck,Wrong-side Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-00766,2023-04-02,2023,18:04,Indora Chowk,Severe,Bus,Lane Violation,Clear,4,0,2,Yes,SIMULATED,True
NGP-00767,2023-04-02,2023,22:35,Shankar Nagar Square,Minor,Motorcycle,Lane Violation,Overcast,1,0,4,Yes,SIMULATED,True
NGP-00768,2023-04-03,2023,16:39,Manish Nagar-Besa Junction,Minor,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,1,0,1,Yes,SIMULATED,True
NGP-00769,2023-04-04,2023,09:47,Alankar Square,Minor,Pedestrian-involved,Brake Failure,Clear,0,0,2,Yes,SIMULATED,True
NGP-00770,2023-04-05,2023,15:23,Kamptee Chowk,Minor,Bicycle,Pothole/Road Defect,Clear,1,0,2,Yes,SIMULATED,True
NGP-00771,2023-04-06,2023,07:15,Kachipura Square,Moderate,Motorcycle,Distracted Driving,Clear,3,0,3,Yes,SIMULATED,True
NGP-00773,2023-04-07,2023,13:13,LIC Chowk,Moderate,Truck,Pothole/Road Defect,Overcast,1,0,4,Yes,SIMULATED,True
NGP-00772,2023-04-07,2023,21:48,Ajni Chowk,Minor,Car,Lane Violation,Foggy,0,0,2,No,SIMULATED,True
NGP-00774,2023-04-08,2023,06:48,LIC Chowk,Minor,Pedestrian-involved,Signal Jumping,Rainy,1,0,4,No,SIMULATED,True
NGP-00775,2023-04-09,2023,11:27,Hingna Chowk,Severe,Motorcycle,Overspeeding,Hot/Humid,3,0,1,Yes,SIMULATED,True
NGP-00776,2023-04-11,2023,07:00,Sitabuldi Chowk,Minor,Pedestrian-involved,Wrong-side Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-00777,2023-04-12,2023,07:05,Medical Chowk,Minor,Pedestrian-involved,Wrong-side Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00778,2023-04-13,2023,12:45,LIC Chowk,Minor,Car,Pedestrian Crossing Violation,Rainy,0,0,3,Yes,SIMULATED,True
NGP-00779,2023-04-14,2023,16:50,Ajit Bakery Square,Fatal,Car,Overspeeding,Clear,3,1,2,Yes,SIMULATED,True
NGP-00780,2023-04-14,2023,21:38,Laxmi Nagar Square,Minor,Car,Wrong-side Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00781,2023-04-14,2023,23:58,Lokmat Square,Minor,Auto-Rickshaw,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00782,2023-04-16,2023,18:53,Alankar Square,Minor,Motorcycle,Drunk Driving,Hot/Humid,0,0,2,Yes,SIMULATED,True
NGP-00783,2023-04-17,2023,08:15,Jhansi Rani Square,Severe,Truck,Poor Visibility (Fog/Rain),Rainy,5,0,1,Yes,SIMULATED,True
NGP-00784,2023-04-17,2023,09:29,Medical Chowk,Moderate,Motorcycle,Distracted Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-00785,2023-04-18,2023,10:55,Indora Chowk,Moderate,Motorcycle,Drunk Driving,Clear,3,0,4,Yes,SIMULATED,True
NGP-00786,2023-04-19,2023,18:10,Automotive Square,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,0,0,3,Yes,SIMULATED,True
NGP-00787,2023-04-19,2023,20:32,Variety Square,Severe,Car,Pedestrian Crossing Violation,Clear,2,0,2,Yes,SIMULATED,True
NGP-00788,2023-04-22,2023,19:30,Kadbi Chowk,Moderate,Bus,Lane Violation,Clear,3,0,1,Yes,SIMULATED,True
NGP-00789,2023-04-23,2023,07:04,Kasturchand Park Square,Minor,Truck,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-00790,2023-04-23,2023,11:59,Manakpur Chowk,Minor,Car,Poor Visibility (Fog/Rain),Rainy,1,0,2,Yes,SIMULATED,True
NGP-00791,2023-04-25,2023,05:50,Chhatrapati Square,Severe,Auto-Rickshaw,Pothole/Road Defect,Overcast,4,0,3,Yes,SIMULATED,True
NGP-00793,2023-04-25,2023,08:19,Katol Road Chowk,Minor,Motorcycle,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-00794,2023-04-25,2023,08:35,LIC Chowk,Moderate,Car,Poor Visibility (Fog/Rain),Foggy,2,0,4,Yes,SIMULATED,True
NGP-00796,2023-04-25,2023,17:26,Sitabuldi Chowk,Moderate,Motorcycle,Drunk Driving,Rainy,2,0,3,Yes,SIMULATED,True
NGP-00795,2023-04-25,2023,19:51,Pratap Nagar Chowk,Minor,Truck,Pedestrian Crossing Violation,Clear,1,0,3,Yes,SIMULATED,True
NGP-00792,2023-04-25,2023,20:29,Kasturchand Park Square,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00797,2023-04-27,2023,07:54,Itwari,Minor,Bicycle,Overspeeding,Clear,0,0,1,No,SIMULATED,True
NGP-00798,2023-04-30,2023,08:33,Manakpur Chowk,Minor,Auto-Rickshaw,Overspeeding,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00799,2023-04-30,2023,12:08,RBI Chowk,Moderate,Car,Drunk Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-00800,2023-05-01,2023,17:55,Alankar Square,Moderate,Pedestrian-involved,Drunk Driving,Clear,3,0,3,Yes,SIMULATED,True
NGP-00801,2023-05-02,2023,08:54,RBI Chowk,Minor,Motorcycle,Distracted Driving,Clear,1,0,3,No,SIMULATED,True
NGP-00802,2023-05-04,2023,07:38,Pratap Nagar Chowk,Moderate,Pedestrian-involved,Brake Failure,Clear,2,0,4,Yes,SIMULATED,True
NGP-00803,2023-05-05,2023,21:43,Abhyankar Nagar Square,Minor,Motorcycle,Brake Failure,Clear,1,0,4,Yes,SIMULATED,True
NGP-00804,2023-05-06,2023,17:23,Itwari,Moderate,Truck,Brake Failure,Clear,1,0,4,Yes,SIMULATED,True
NGP-00805,2023-05-07,2023,16:17,Bardi Chowk,Minor,Motorcycle,Pothole/Road Defect,Foggy,0,0,3,Yes,SIMULATED,True
NGP-00806,2023-05-10,2023,19:22,Shankar Nagar Square,Minor,Motorcycle,Pedestrian Crossing Violation,Rainy,1,0,4,Yes,SIMULATED,True
NGP-00807,2023-05-11,2023,08:43,Itwari,Severe,Pedestrian-involved,Pedestrian Crossing Violation,Clear,2,0,1,Yes,SIMULATED,True
NGP-00808,2023-05-12,2023,16:45,Shraddhanand Peth Square,Minor,Car,Overspeeding,Clear,0,0,1,Yes,SIMULATED,True
NGP-00809,2023-05-13,2023,19:28,Indora Chowk,Moderate,Motorcycle,Pothole/Road Defect,Rainy,2,0,4,Yes,SIMULATED,True
NGP-00810,2023-05-14,2023,08:00,Manish Nagar-Besa Junction,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,3,0,2,No,SIMULATED,True
NGP-00811,2023-05-15,2023,18:23,Airport T-Point,Fatal,Auto-Rickshaw,Pothole/Road Defect,Clear,2,2,1,Yes,SIMULATED,True
NGP-00812,2023-05-15,2023,20:36,Kamptee Chowk,Severe,Motorcycle,Distracted Driving,Clear,3,0,1,Yes,SIMULATED,True
NGP-00813,2023-05-16,2023,17:06,Sakkardara Square,Severe,Motorcycle,Overspeeding,Rainy,5,0,2,Yes,SIMULATED,True
NGP-00814,2023-05-19,2023,19:23,Sitabuldi Chowk,Minor,Motorcycle,Pedestrian Crossing Violation,Rainy,0,0,1,Yes,SIMULATED,True
NGP-00815,2023-05-20,2023,10:16,Itwari,Moderate,Car,Signal Jumping,Clear,3,0,1,Yes,SIMULATED,True
NGP-00816,2023-05-21,2023,05:56,Medical Chowk,Moderate,Car,Brake Failure,Rainy,2,0,2,Yes,SIMULATED,True
NGP-00817,2023-05-22,2023,07:16,Ajni Chowk,Severe,Motorcycle,Distracted Driving,Overcast,4,0,3,Yes,SIMULATED,True
NGP-00818,2023-05-22,2023,07:50,Manewada Chowk,Severe,Motorcycle,Overspeeding,Overcast,5,0,4,Yes,SIMULATED,True
NGP-00819,2023-05-23,2023,19:14,Manish Nagar-Besa Junction,Minor,Pedestrian-involved,Lane Violation,Clear,0,0,4,Yes,SIMULATED,True
NGP-00820,2023-05-24,2023,07:12,Kasturchand Park Square,Moderate,Motorcycle,Lane Violation,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00821,2023-05-25,2023,07:05,Sitabuldi Chowk,Moderate,Car,Poor Visibility (Fog/Rain),Clear,2,0,4,Yes,SIMULATED,True
NGP-00822,2023-05-26,2023,10:03,Pratap Nagar Chowk,Minor,Car,Pothole/Road Defect,Overcast,0,0,2,Yes,SIMULATED,True
NGP-00823,2023-05-27,2023,21:53,Lokmat Square,Minor,Motorcycle,Wrong-side Driving,Hot/Humid,1,0,1,Yes,SIMULATED,True
NGP-00825,2023-05-29,2023,03:06,Vaishnodevi Chowk,Minor,Motorcycle,Distracted Driving,Rainy,0,0,2,Yes,SIMULATED,True
NGP-00824,2023-05-29,2023,06:05,Indora Chowk,Severe,Car,Pedestrian Crossing Violation,Clear,4,0,3,Yes,SIMULATED,True
NGP-00826,2023-06-01,2023,16:25,Chhatrapati Square,Minor,Truck,Pothole/Road Defect,Foggy,1,0,4,Yes,SIMULATED,True
NGP-00827,2023-06-01,2023,22:35,Jhansi Rani Square,Minor,Car,Overspeeding,Rainy,0,0,4,Yes,SIMULATED,True
NGP-00828,2023-06-02,2023,15:04,Ajni Chowk,Severe,Motorcycle,Brake Failure,Overcast,2,0,3,Yes,SIMULATED,True
NGP-00830,2023-06-04,2023,06:06,Pratap Nagar Chowk,Severe,Car,Pedestrian Crossing Violation,Clear,5,0,1,No,SIMULATED,True
NGP-00829,2023-06-04,2023,14:42,Jhansi Rani Square,Minor,Motorcycle,Signal Jumping,Rainy,1,0,3,Yes,SIMULATED,True
NGP-00831,2023-06-06,2023,13:13,Vaishnodevi Chowk,Minor,Truck,Poor Visibility (Fog/Rain),Rainy,0,0,4,Yes,SIMULATED,True
NGP-00832,2023-06-09,2023,12:24,Variety Square,Moderate,Truck,Signal Jumping,Clear,1,0,3,Yes,SIMULATED,True
NGP-00833,2023-06-10,2023,18:34,RBI Chowk,Moderate,Auto-Rickshaw,Signal Jumping,Rainy,2,0,3,No,SIMULATED,True
NGP-00834,2023-06-11,2023,08:33,Alankar Square,Moderate,Car,Poor Visibility (Fog/Rain),Rainy,2,0,1,Yes,SIMULATED,True
NGP-00835,2023-06-11,2023,10:00,Bardi Chowk,Moderate,Truck,Wrong-side Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-00836,2023-06-13,2023,09:52,Mate Chowk,Minor,Pedestrian-involved,Signal Jumping,Clear,0,0,3,Yes,SIMULATED,True
NGP-00837,2023-06-14,2023,17:06,Golibar Chowk,Moderate,Motorcycle,Signal Jumping,Clear,3,0,2,Yes,SIMULATED,True
NGP-00838,2023-06-19,2023,07:04,Indora Chowk,Minor,Motorcycle,Signal Jumping,Clear,0,0,1,No,SIMULATED,True
NGP-00839,2023-06-19,2023,12:26,Kamptee Chowk,Minor,Auto-Rickshaw,Drunk Driving,Rainy,0,0,3,Yes,SIMULATED,True
NGP-00840,2023-06-21,2023,09:54,Sitabuldi Chowk,Moderate,Auto-Rickshaw,Pothole/Road Defect,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-00841,2023-06-22,2023,16:08,Katol Road Chowk,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,1,0,2,Yes,SIMULATED,True
NGP-00842,2023-06-23,2023,13:57,Pardi Chowk,Moderate,Bus,Pedestrian Crossing Violation,Rainy,3,0,4,Yes,SIMULATED,True
NGP-00843,2023-06-24,2023,19:03,Katol Road Chowk,Minor,Car,Poor Visibility (Fog/Rain),Clear,0,0,1,Yes,SIMULATED,True
NGP-00844,2023-06-26,2023,04:47,Pratap Nagar Chowk,Minor,Pedestrian-involved,Distracted Driving,Clear,0,0,1,Yes,SIMULATED,True
